MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,Intrusions_Tabberabberan,RockUnits_LAO
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Diorite,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Diorite,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granite,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
